Order,Family,Genus,Species,Binomial,ActivityCycle,AdultBodyMass,GestationLen,HomeRange,DietBreadth,LitterSize,LittersPerYear,MaxLongevity,HabitatBreadth,NeonateBodyMass,PopulationDensity,Terrestriality,TrophicLevel
Chiroptera,Vespertilionidae,Eptesicus,matroka,Eptesicus matroka,NA,6.57,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,carnivore
Soricomorpha,Soricidae,Crocidura,tarfayensis,Crocidura tarfayensis,NA,6.59,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Rodentia,Muridae,Mus,setzeri,Mus setzeri,NA,6.65,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Kerivoula,lanosa,Kerivoula lanosa,NA,6.66,NA,NA,1,0.98,NA,NA,1,NA,NA,above ground,NA
Soricomorpha,Soricidae,Crocidura,gracilipes,Crocidura gracilipes,NA,6.69,NA,NA,NA,2.99,NA,NA,1,NA,NA,NA,NA
Afrosoricida,Tenrecidae,Geogale,aurita,Geogale aurita,nocturnal,6.69,57.64,NA,NA,3.4,2,NA,1,0.71,NA,ground dwelling,carnivore
Chiroptera,Vespertilionidae,Hypsugo,cadornae,Hypsugo cadornae,NA,6.69,NA,NA,2,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Hipposideridae,Hipposideros,beatus,Hipposideros beatus,NA,6.7,NA,NA,3,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,malayanus,Rhinolophus malayanus,NA,6.73,NA,NA,6,NA,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Pipistrellus,collinus,Pipistrellus collinus,NA,6.75,NA,NA,8,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Plecotus,austriacus,Plecotus austriacus,NA,6.75,NA,NA,1,NA,NA,180,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Scotozous,dormeri,Scotozous dormeri,NA,6.79,NA,NA,NA,1.08,NA,NA,1,1.7,NA,above ground,NA
Chiroptera,Vespertilionidae,Nyctophilus,arnhemensis,Nyctophilus arnhemensis,NA,6.83,NA,NA,4,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Mesophylla,macconnelli,Mesophylla macconnelli,NA,6.86,NA,NA,1,0.99,NA,NA,1,NA,NA,above ground,herbivore
Chiroptera,Phyllostomidae,Micronycteris,minuta,Micronycteris minuta,NA,6.9,NA,NA,3,0.99,NA,NA,1,1.8,NA,above ground,omnivore
Chiroptera,Vespertilionidae,Glauconycteris,poensis,Glauconycteris poensis,NA,6.91,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,Hesperoptenus blanfordi,NA,6.91,NA,NA,2,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,evotis,Myotis evotis,NA,6.91,NA,NA,2,0.98,1,NA,NA,1.22,NA,above ground,NA
Soricomorpha,Soricidae,Sorex,monticolus,Sorex monticolus,NA,6.92,NA,0.001737053,6,5.74,3,16,1,NA,1200,ground dwelling,omnivore
Chiroptera,Hipposideridae,Hipposideros,wollastoni,Hipposideros wollastoni,NA,6.93,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Rodentia,Heteromyidae,Perognathus,merriami,Perognathus merriami,nocturnal,6.94,NA,0.008251478,6,4.18,NA,30,1,NA,170,ground dwelling,omnivore
Soricomorpha,Soricidae,Episoriculus,fumidus,Episoriculus fumidus,NA,6.95,NA,NA,1,3.42,NA,NA,2,NA,NA,NA,NA
Chiroptera,Nycteridae,Nycteris,nana,Nycteris nana,NA,6.98,107.97,NA,NA,1,1,NA,1,NA,NA,above ground,NA
Rodentia,Muridae,Micromys,minutus,Micromys minutus,NA,6.99,21,NA,NA,4.92,2.5,60,1,0.77,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,religiosa,Crocidura religiosa,NA,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Soricomorpha,Soricidae,Crocidura,silacea,Crocidura silacea,NA,7,NA,NA,NA,3.99,NA,NA,2,NA,NA,NA,carnivore
Soricomorpha,Soricidae,Crocidura,jacksoni,Crocidura jacksoni,NA,7,NA,NA,NA,3.49,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Cryptotis,goodwini,Cryptotis goodwini,NA,7,NA,NA,3,NA,NA,NA,1,NA,NA,ground dwelling,NA
Soricomorpha,Soricidae,Cryptotis,magna,Cryptotis magna,NA,7,NA,NA,2,2.99,NA,NA,2,NA,NA,ground dwelling,NA
Soricomorpha,Soricidae,Cryptotis,mexicana,Cryptotis mexicana,NA,7,NA,NA,NA,2.99,NA,NA,2,NA,NA,ground dwelling,NA
Chiroptera,Molossidae,Mormopterus,loriae,Mormopterus loriae,NA,7,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Soricomorpha,Soricidae,Sorex,oreopolus,Sorex oreopolus,NA,7,NA,NA,2,NA,NA,NA,2,NA,393.12,NA,NA
Soricomorpha,Soricidae,Sorex,sclateri,Sorex sclateri,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Soricomorpha,Soricidae,Sorex,stizodon,Sorex stizodon,NA,7,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA
Soricomorpha,Soricidae,Sorex,emarginatus,Sorex emarginatus,NA,7,NA,NA,6,NA,NA,NA,2,NA,NA,NA,NA
Soricomorpha,Soricidae,Sorex,ventralis,Sorex ventralis,NA,7,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Myotis,formosus,Myotis formosus,NA,7.07,NA,NA,NA,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Pipistrellus,rueppellii,Pipistrellus rueppellii,NA,7.07,NA,NA,4,1.96,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,Rhinolophus coelophyllus,NA,7.07,NA,NA,4,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Rhinolophidae,Rhinolophus,swinnyi,Rhinolophus swinnyi,NA,7.07,91.24,NA,1,0.98,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Lonchophylla,thomasi,Lonchophylla thomasi,NA,7.09,NA,NA,3,0.98,NA,NA,1,NA,NA,above ground,omnivore
Chiroptera,Nycteridae,Nycteris,gambiensis,Nycteris gambiensis,NA,7.13,NA,NA,2,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,sodalis,Myotis sodalis,both,7.15,NA,NA,3,0.99,1,240,1,4.53,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Glauconycteris,kenyacola,Glauconycteris kenyacola,NA,7.17,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,nattereri,Myotis nattereri,NA,7.25,NA,NA,2,0.99,1,180,1,NA,NA,above ground,carnivore
Chiroptera,Rhinolophidae,Rhinolophus,cornutus,Rhinolophus cornutus,NA,7.27,NA,NA,5,1,NA,NA,1,2.57,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Laephotis,botswanae,Laephotis botswanae,NA,7.28,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Nyctophilus,microtis,Nyctophilus microtis,NA,7.29,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,austroriparius,Myotis austroriparius,NA,7.35,NA,NA,NA,1.88,1,72,NA,1.12,NA,above ground,NA
Chiroptera,Vespertilionidae,Miniopterus,fraterculus,Miniopterus fraterculus,NA,7.38,155.09,NA,4,1,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Miniopterus,australis,Miniopterus australis,NA,7.4,132.74,NA,4,0.99,1,NA,NA,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Baiomys,taylori,Baiomys taylori,both,7.43,21.99,0.000384598,5,2.52,10,39.12,1,1.15,2464.99,NA,herbivore
Chiroptera,Vespertilionidae,Pipistrellus,nathusii,Pipistrellus nathusii,NA,7.44,NA,NA,4,1.73,1,96,1,NA,NA,above ground,NA
Chiroptera,Molossidae,Chaerephon,tomensis,Chaerephon tomensis,NA,7.48,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Molossidae,Molossops,mattogrossensis,Molossops mattogrossensis,NA,7.48,NA,NA,1,NA,1,NA,2,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Myotis,macrodactylus,Myotis macrodactylus,NA,7.48,NA,NA,5,1,NA,NA,2,1.72,NA,above ground,NA
Soricomorpha,Soricidae,Crocidura,canariensis,Crocidura canariensis,NA,7.5,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Glauconycteris,beatrix,Glauconycteris beatrix,NA,7.5,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Hylonycteris,underwoodi,Hylonycteris underwoodi,NA,7.5,NA,NA,1,0.99,NA,NA,1,1.19,NA,above ground,NA
Chiroptera,Vespertilionidae,Murina,aenea,Murina aenea,NA,7.5,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Soricomorpha,Soricidae,Sorex,veraepacis,Sorex veraepacis,NA,7.5,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA
Chiroptera,Hipposideridae,Coelops,frithii,Coelops frithii,NA,7.52,NA,NA,NA,0.98,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Miniopterus,macrocneme,Miniopterus macrocneme,NA,7.53,NA,NA,2,1,NA,NA,2,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Eptesicus,bobrinskoi,Eptesicus bobrinskoi,NA,7.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Murina,leucogaster,Murina leucogaster,NA,7.54,NA,NA,2,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Murina,huttoni,Murina huttoni,NA,7.56,NA,NA,2,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,emarginatus,Myotis emarginatus,NA,7.56,NA,NA,1,0.99,1,216,2,NA,NA,above ground,NA
Didelphimorphia,Didelphidae,Gracilinanus,emiliae,Gracilinanus emiliae,nocturnal,7.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Nycteridae,Nycteris,woodi,Nycteris woodi,NA,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,daubentonii,Myotis daubentonii,NA,7.63,55.14,NA,NA,1.21,1,336,1,2,NA,above ground,carnivore
Soricomorpha,Soricidae,Sorex,tundrensis,Sorex tundrensis,NA,7.65,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,omnivore
Chiroptera,Vespertilionidae,Eptesicus,furinalis,Eptesicus furinalis,NA,7.7,92.54,NA,NA,1.86,2,NA,NA,1.34,NA,above ground,carnivore
Afrosoricida,Tenrecidae,Microgale,fotsifotsy,Microgale fotsifotsy,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,Micronycteris schmidtorum,NA,7.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,omnivore
Soricomorpha,Soricidae,Sorex,fumeus,Sorex fumeus,both,7.83,21,NA,NA,5.49,2,15.5,NA,NA,3383.55,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Choeroniscus,godmani,Choeroniscus godmani,NA,7.9,NA,NA,4,0.98,NA,NA,3,NA,NA,above ground,omnivore
Chiroptera,Vespertilionidae,Eptesicus,nasutus,Eptesicus nasutus,NA,7.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,stheno,Rhinolophus stheno,NA,7.92,NA,NA,1,0.98,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Myotis,bocagii,Myotis bocagii,NA,7.93,NA,NA,1,0.99,NA,NA,1,NA,NA,above ground,carnivore
Rodentia,Heteromyidae,Perognathus,flavus,Perognathus flavus,nocturnal,7.97,26,0.001896819,NA,3.94,2,60,NA,NA,150,ground dwelling,omnivore
Chiroptera,Nycteridae,Nycteris,hispida,Nycteris hispida,NA,7.98,91.24,NA,1,0.99,1,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Tylonycteris,robustula,Tylonycteris robustula,NA,7.98,90.88,NA,2,2,1,NA,2,1.25,NA,above ground,carnivore
Chiroptera,Mormoopidae,Pteronotus,personatus,Pteronotus personatus,NA,7.99,NA,NA,2,0.98,NA,NA,1,NA,NA,above ground,carnivore
Soricomorpha,Soricidae,Crocidura,crossei,Crocidura crossei,NA,8,NA,NA,1,3,NA,NA,1,NA,NA,NA,NA
Rodentia,Muridae,Gerbillus,henleyi,Gerbillus henleyi,NA,8,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA
Chiroptera,Molossidae,Mormopterus,norfolkensis,Mormopterus norfolkensis,NA,8,NA,NA,NA,1,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum,Macrophyllum macrophyllum,NA,8.02,NA,NA,NA,1,NA,NA,1,NA,NA,above ground,carnivore
Diprotodontia,Burramyidae,Cercartetus,lepidus,Cercartetus lepidus,nocturnal,8.03,NA,NA,NA,3.33,NA,NA,NA,NA,NA,above ground,omnivore
Soricomorpha,Soricidae,Sorex,alpinus,Sorex alpinus,NA,8.04,NA,NA,NA,5.95,NA,15.6,NA,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,Pipistrellus ceylonicus,NA,8.05,52.32,NA,NA,1.98,1,NA,NA,1.26,NA,above ground,carnivore
Rodentia,Heteromyidae,Perognathus,longimembris,Perognathus longimembris,nocturnal,8.07,22.74,0.002322898,6,4.45,1,99.6,2,1.25,174,NA,herbivore
Chiroptera,Molossidae,Mops,spurrelli,Mops spurrelli,NA,8.08,NA,NA,4,NA,NA,NA,NA,NA,NA,above ground,NA
Afrosoricida,Tenrecidae,Microgale,longicaudata,Microgale longicaudata,nocturnal,8.08,NA,NA,3,NA,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Emballonuridae,Saccopteryx,bilineata,Saccopteryx bilineata,nocturnal,8.08,NA,NA,4,0.99,1,NA,2,3.49,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Eptesicus,pachyotis,Eptesicus pachyotis,NA,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Soricomorpha,Soricidae,Sorex,daphaenodon,Sorex daphaenodon,NA,8.1,NA,NA,4,5.99,NA,NA,2,NA,NA,NA,omnivore
Chiroptera,Rhinolophidae,Rhinolophus,simulator,Rhinolophus simulator,NA,8.13,91.24,NA,1,0.99,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Scotorepens,sanborni,Scotorepens sanborni,NA,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,capaccinii,Myotis capaccinii,NA,8.15,54.99,NA,2,0.99,NA,NA,1,NA,NA,above ground,carnivore
Rodentia,Nesomyidae,Dendromus,mystacalis,Dendromus mystacalis,NA,8.17,NA,NA,2,3.45,NA,NA,2,NA,1036.35,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,Rhinolophus paradoxolophus,NA,8.17,NA,NA,2,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Plecotus,auritus,Plecotus auritus,NA,8.19,65.12,NA,NA,1.22,1,360,NA,2.09,NA,above ground,carnivore
Soricomorpha,Soricidae,Sorex,arcticus,Sorex arcticus,both,8.19,17,0.004174389,NA,6.69,1.9,18,NA,NA,502.74,NA,carnivore
Rodentia,Muridae,Mus,musculoides,Mus musculoides,NA,8.23,23.5,NA,1,3.49,NA,NA,2,0.8,619.15,NA,NA
Soricomorpha,Soricidae,Sorex,samniticus,Sorex samniticus,NA,8.24,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Rodentia,Cricetidae,Reithrodontomys,humulis,Reithrodontomys humulis,nocturnal,8.25,21.26,0.003188291,NA,2.99,NA,26.89,NA,1.07,326.97,above ground,omnivore
Chiroptera,Phyllostomidae,Trinycteris,nicefori,Trinycteris nicefori,NA,8.25,NA,NA,NA,1,NA,NA,2,NA,NA,above ground,omnivore
Chiroptera,Rhinolophidae,Rhinolophus,thomasi,Rhinolophus thomasi,NA,8.26,NA,NA,5,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Myotis,montivagus,Myotis montivagus,NA,8.3,NA,NA,NA,NA,NA,NA,2,NA,NA,above ground,NA
Soricomorpha,Soricidae,Sorex,sonomae,Sorex sonomae,NA,8.3,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Chiroptera,Vespertilionidae,Barbastella,barbastellus,Barbastella barbastellus,NA,8.31,NA,NA,NA,1.73,1,252,NA,NA,NA,above ground,carnivore
Soricomorpha,Soricidae,Sorex,bairdi,Sorex bairdi,NA,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Hipposideridae,Hipposideros,bicolor,Hipposideros bicolor,NA,8.39,42.1,NA,NA,0.99,NA,NA,NA,1.2,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Scotoecus,hirundo,Scotoecus hirundo,NA,8.45,NA,NA,1,1.96,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,thysanodes,Myotis thysanodes,NA,8.49,53.55,NA,4,0.99,1,219.6,NA,2.53,NA,above ground,NA
Chiroptera,Hipposideridae,Hipposideros,cervinus,Hipposideros cervinus,NA,8.51,NA,NA,5,NA,NA,NA,2,1.31,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Glossophaga,morenoi,Glossophaga morenoi,NA,8.54,NA,NA,NA,1,NA,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,Rhinolophus robinsoni,NA,8.54,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,carnivore
Rodentia,Muridae,Pseudomys,delicatulus,Pseudomys delicatulus,NA,8.56,29.89,NA,3,3.19,NA,NA,2,NA,NA,ground dwelling,herbivore
Soricomorpha,Soricidae,Crocidura,cyanea,Crocidura cyanea,both,8.58,NA,NA,NA,3.59,NA,NA,NA,NA,NA,ground dwelling,omnivore
Soricomorpha,Soricidae,Sorex,macrodon,Sorex macrodon,NA,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Choeroniscus,minor,Choeroniscus minor,NA,8.63,NA,NA,1,0.98,NA,NA,NA,NA,NA,above ground,omnivore
Chiroptera,Mormoopidae,Mormoops,blainvillei,Mormoops blainvillei,NA,8.69,NA,NA,1,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Myotis,hasseltii,Myotis hasseltii,NA,8.7,NA,NA,NA,0.99,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Myotis,volans,Myotis volans,NA,8.71,NA,NA,NA,0.99,1,51,1,2.01,NA,above ground,NA
Chiroptera,Vespertilionidae,Chalinolobus,dwyeri,Chalinolobus dwyeri,NA,8.74,NA,NA,1,1.34,1,NA,1,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,sedulus,Rhinolophus sedulus,NA,8.74,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Chalinolobus,nigrogriseus,Chalinolobus nigrogriseus,NA,8.79,NA,NA,1,NA,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Phyllostomidae,Monophyllus,redmani,Monophyllus redmani,NA,8.79,NA,NA,NA,0.99,NA,NA,1,NA,NA,above ground,omnivore
Chiroptera,Hipposideridae,Hipposideros,fulvus,Hipposideros fulvus,NA,8.83,161.65,NA,NA,1,1,144,1,2.34,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Lionycteris,spurrelli,Lionycteris spurrelli,NA,8.85,NA,NA,1,0.98,NA,NA,1,NA,NA,above ground,herbivore
Rodentia,Muridae,Mus,bufo,Mus bufo,NA,8.88,NA,NA,NA,NA,NA,NA,1,NA,336.59,NA,NA
Chiroptera,Vespertilionidae,Mimetillus,moloneyi,Mimetillus moloneyi,NA,8.89,NA,NA,1,0.98,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Chalinolobus,morio,Chalinolobus morio,NA,8.91,NA,NA,5,1.38,1,NA,2,1.68,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Glyphonycteris,sylvestris,Glyphonycteris sylvestris,NA,8.91,NA,NA,3,NA,NA,NA,1,NA,NA,above ground,omnivore
Rodentia,Dipodidae,Sicista,betulina,Sicista betulina,NA,8.92,31.5,NA,2,5.29,1,48,1,NA,NA,NA,NA
Chiroptera,Rhinolophidae,Rhinolophus,darlingi,Rhinolophus darlingi,NA,8.94,NA,NA,2,1.96,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Vespertilionidae,Miniopterus,pusillus,Miniopterus pusillus,NA,8.95,NA,NA,4,NA,NA,NA,2,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,arcuatus,Rhinolophus arcuatus,NA,8.98,NA,NA,4,NA,NA,NA,1,NA,NA,above ground,carnivore
Rodentia,Cricetidae,Baiomys,musculus,Baiomys musculus,both,8.99,NA,NA,4,2.62,NA,NA,1,1.66,NA,ground dwelling,herbivore
Afrosoricida,Tenrecidae,Microgale,brevicaudata,Microgale brevicaudata,nocturnal,8.99,NA,NA,NA,4.5,NA,NA,NA,NA,NA,ground dwelling,carnivore
Chiroptera,Hipposideridae,Rhinonicteris,aurantia,Rhinonicteris aurantia,nocturnal,8.99,148.4,NA,2,1,1,NA,1,2.52,NA,above ground,carnivore
Soricomorpha,Soricidae,Surdisorex,polulus,Surdisorex polulus,NA,8.99,NA,NA,NA,1.49,NA,NA,NA,NA,NA,NA,NA
Chiroptera,Phyllostomidae,Lonchorhina,orinocensis,Lonchorhina orinocensis,NA,9.04,NA,NA,4,NA,NA,NA,2,NA,NA,above ground,NA
Rodentia,Nesomyidae,Dendromus,melanotis,Dendromus melanotis,NA,9.1,25,NA,3,3.97,NA,NA,1,NA,NA,NA,NA
Chiroptera,Myzopodidae,Myzopoda,aurita,Myzopoda aurita,NA,9.1,NA,NA,4,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Hipposideridae,Triaenops,rufus,Triaenops rufus,nocturnal,9.1,NA,NA,4,NA,NA,NA,1,NA,NA,NA,carnivore
Chiroptera,Vespertilionidae,Nycticeius,humeralis,Nycticeius humeralis,NA,9.12,NA,NA,4,1.94,1,60,1,1.73,NA,above ground,NA
Chiroptera,Rhinopomatidae,Rhinopoma,muscatellum,Rhinopoma muscatellum,NA,9.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Corynorhinus,rafinesquii,Corynorhinus rafinesquii,NA,9.15,55.27,NA,NA,1,1,121.2,NA,2.45,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Glossophaga,commissarisi,Glossophaga commissarisi,NA,9.15,NA,NA,NA,0.98,2,NA,NA,NA,NA,above ground,omnivore
Soricomorpha,Soricidae,Sorex,araneus,Sorex araneus,both,9.18,21.5,0.000446055,4,6.56,2,24,NA,0.42,1859.01,ground dwelling,omnivore
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,Eptesicus brasiliensis,NA,9.2,NA,NA,1,1.46,NA,NA,2,NA,NA,above ground,carnivore
Chiroptera,Nycteridae,Nycteris,thebaica,Nycteris thebaica,NA,9.2,114.95,NA,2,1,1.5,NA,2,NA,NA,above ground,carnivore
Rodentia,Heteromyidae,Perognathus,flavescens,Perognathus flavescens,NA,9.21,NA,0.000329061,1,4.37,2,NA,2,NA,NA,ground dwelling,herbivore
Chiroptera,Molossidae,Mormopterus,planiceps,Mormopterus planiceps,NA,9.24,106.86,NA,2,0.99,1,NA,3,2.06,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,euryale,Rhinolophus euryale,NA,9.25,92.54,NA,NA,1,1,NA,NA,3.89,NA,above ground,NA
Chiroptera,Emballonuridae,Cormura,brevirostris,Cormura brevirostris,nocturnal,9.26,NA,NA,3,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Glauconycteris,argentata,Glauconycteris argentata,NA,9.3,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,NA
Dasyuromorphia,Dasyuridae,Ningaui,yvonnae,Ningaui yvonnae,both,9.3,NA,NA,2,7,2,NA,1,NA,NA,ground dwelling,NA
Soricomorpha,Soricidae,Sorex,coronatus,Sorex coronatus,both,9.32,23.99,0.0003073,6,4.94,2.75,13.5,1,0.59,1345.01,ground dwelling,carnivore
Soricomorpha,Soricidae,Myosorex,geata,Myosorex geata,NA,9.34,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA
Dasyuromorphia,Dasyuridae,Planigale,gilesi,Planigale gilesi,both,9.34,15.74,NA,6,5.23,2,60,4,0.0097,739.99,ground dwelling,NA
Chiroptera,Vespertilionidae,Murina,cyclotis,Murina cyclotis,NA,9.35,NA,NA,2,1.98,NA,NA,1,NA,NA,above ground,NA
Chiroptera,Rhinolophidae,Rhinolophus,landeri,Rhinolophus landeri,NA,9.39,119.61,NA,2,0.99,NA,NA,1,NA,NA,above ground,carnivore
Dasyuromorphia,Dasyuridae,Ningaui,ridei,Ningaui ridei,both,9.42,13.49,NA,2,5.99,2,24,NA,0.004998342,NA,ground dwelling,NA
Chiroptera,Hipposideridae,Hipposideros,caffer,Hipposideros caffer,NA,9.46,139.92,NA,NA,0.99,1,NA,NA,2.79,NA,above ground,carnivore
Chiroptera,Vespertilionidae,Myotis,bechsteinii,Myotis bechsteinii,NA,9.47,NA,NA,6,1,1,252,1,NA,NA,above ground,carnivore
Chiroptera,Mormoopidae,Pteronotus,davyi,Pteronotus davyi,NA,9.52,NA,NA,3,0.99,1,NA,1,1.15,NA,above ground,carnivore
Soricomorpha,Talpidae,Neurotrichus,gibbsii,Neurotrichus gibbsii,both,9.56,21.27,0.002858953,2,2.99,1,NA,1,0.6,1413.5,ground dwelling,omnivore
Chiroptera,Phyllostomidae,Rhinophylla,pumilio,Rhinophylla pumilio,NA,9.58,NA,NA,NA,0.98,NA,NA,1,NA,NA,above ground,herbivore
Chiroptera,Hipposideridae,Hipposideros,ridleyi,Hipposideros ridleyi,NA,9.59,NA,NA,3,0.98,2,NA,1,NA,NA,above ground,carnivore
Chiroptera,Hipposideridae,Hipposideros,obscurus,Hipposideros obscurus,NA,9.6,NA,NA,NA,NA,NA,NA,1,NA,NA,above ground,carnivore
Chiroptera,Phyllostomidae,Rhinophylla,fischerae,Rhinophylla fischerae,NA,9.6,NA,NA,NA,0.98,NA,NA,1,NA,NA,above ground,herbivore
Chiroptera,Rhinolophidae,Rhinolophus,shameli,Rhinolophus shameli,NA,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,above ground,carnivore
